"Indeks","Boliger i alt","Region Hovedstaden",106.9,107.2,107.4,108.0
"Indeks","Boliger i alt","Region Syddanmark",106.2,106.3,106.6,106.9
"Indeks","Boliger i alt","Region Midtjylland",106.2,106.2,106.2,106.4
"Indeks","Boliger i alt","Region Nordjylland",105.3,105.6,105.7,105.8
